 : 1
0303 : 2
0304 : 5
0304-360897 : 1
0305 : 1
0305-262697 : 3
0306 : 5
03073 : 1
031 : 6
031-556 : 1
0310 : 1
0311 : 1
0320 : 1
0323 : 2
0327 : 2
0328–830460 : 1
0332 : 2
034 : 1
0344 : 3
0345 : 3
0345-089599 : 1
0345-100200 : 1
0352 : 1
0364 : 1
0366 : 1
0371 : 1
03722 : 1
0372–376161 : 1
038 : 2
0382 : 2
0386–871159 : 1
0388 : 1
0392 : 5
04 : 5
04.00 : 3
0400 : 1
04023 : 1
04027 : 1
040372–2883 : 1
041 : 3
041-227 : 1
041-332 : 1
0410 : 1
04105 : 2
0423 : 2
0424 : 2
0424–212456 : 1
0424–754192 : 1
0426 : 2
0428 : 1
0430 : 5
04337 : 1
0442 : 3
0443-223880 : 3
0444 : 1
0445 : 1
0451 : 1
0452 : 1
0454 : 1
04562-573 : 1
0458 : 1
0464 : 1
04712487 : 1
0475 : 1
0482 : 3
0483 : 4
0483–271211 : 1
0484 : 2
0494 : 2
0495 : 1
05 : 2
05.00 : 2
0500 : 3
0500–0600 : 1
0502 : 1
0506-824507 : 1
0507–463468 : 1
0509 : 1
051 : 5
051–220 : 1
0524 : 2
0526 : 2
0527 : 2
0530 : 5
0532 : 21
0532-462453 : 2
0533 : 4
0536 : 2
0538–75784 : 1
0539 : 3
05394 : 1
0543–481612 : 1
0548 : 1
055 : 1
0572. : 1
0576 : 1
0578-757442 : 1
0579 : 1
058 : 1
0580 : 1
0583–890287 : 1
059 : 1
0599 : 1
06 : 3
06.00 : 1
06.30 : 1
0600 : 12
0600–0730 : 1
0601 : 1
0602 : 2
0602-503635 : 1
0603 : 5
0603-618499 : 2
0603-660352 : 1
0604 : 3
0604–770711 : 1
0605 : 1
0606 : 1
0608 : 1
060874–219 : 1
061 : 12
061-228 : 1
061-832 : 1
0610 : 1
0614 : 1
061–834 : 1
061–881 : 1
061–953 : 1
0621 : 1
0622 : 1
0622-872408 : 1
0623 : 2
0625 : 1
0628 : 1
0629 : 1
0630 : 1
0633 : 1
0638–560445 : 1
0642 : 1
067182-357 : 1
0672-55333 : 1
0684 : 4
0684-293175 : 1
0689-730284 : 1
06944-268 : 3
0699 : 1
06s : 1
07.00 : 2
07.25 : 1
0700 : 4
0700–0800 : 1
0702 : 1
0703 : 1
0703-832769 : 1
0704 : 1
0705 : 5
0707 : 2
0709–558701 : 1
071 : 88
071-235 : 1
071-273 : 1
071-757 : 1
071–228 : 1
071–235 : 1
071–261 : 1
071–352 : 1
071–377 : 1
071–379 : 1
071–380 : 1
071–381 : 1
071–388 : 1
071–434 : 1
071–437 : 1
071–439 : 1
071–485 : 1
071–491 : 2
071–497 : 1
071–499 : 1
071–581 : 1
071–586 : 1
071–589 : 1
071–602 : 1
071–609 : 1
071–630 : 2
071–633 : 1
071–636 : 1
071–637 : 2
071–704–8101 : 1
071–722 : 2
071–730 : 1
071–731 : 1
071–732 : 1
071–757 : 1
071–798 : 1
071–821 : 1
071–835 : 1
071–839 : 1
071–873 : 2
071–927 : 1
071–937 : 1
071–938 : 1
0722 : 1
0727 : 1
0730 : 3
0730–1000 : 1
0730–69112 : 1
0733 : 3
0733–370777 : 1
0734 : 3
0734-591591 : 1
0742 : 5
0742–701668 : 1
0743 : 5
0747 : 1
0747–870155 : 1
0749 : 1
0752 : 5
0752-668000 : 1
0752-669595 : 1
0753 : 4
0757 : 1
0761 : 1
0764 : 1
0769 : 1
0772 : 2
0773 : 1
0782 : 1
0784 : 2
0785 : 1
0786-71917 : 1
0788 : 4
078888–578214 : 1
0789 : 2
0792 : 1
0792–2081 : 1
0793 : 2
0794 : 1
0795 : 3
0796 : 1
0797–270784 : 1
079882 : 1
07mins : 1
08 : 5
08.30 : 1
08.57 : 1
08/18 : 1
080 : 1
0800 : 21
0800-777333 : 1
0800–1000 : 3
0803 : 1
081 : 26
081-663 : 1
081-952 : 1
0810 : 1
0815 : 1
081–200 : 2
081–550 : 1
081–661 : 10
081–748 : 1
081–769 : 1
081–780 : 1
081–845 : 1
081–875 : 1
081–900 : 1
081–943 : 3
081–994 : 3
081–995 : 1
081–997 : 1
0823 : 1
0825 : 1
0830 : 1
0831 : 1
0836 : 1
0839 : 5
0840 : 1
0843 : 2
0844 : 1
08509 : 1
0855 : 2
0856–851186 : 1
0858 : 1
0860 : 1
0860919838. : 1
0865 : 5
0869 : 5
08770 : 1
08793 : 1
0883 : 1
0892 : 4
0892-20331 : 1
0898 : 7
08s : 1
09 : 1
09.00 : 1
09.02 : 1
09.15 : 2
09.22 : 1
09.35 : 1
09.45 : 1
09.46 : 1
09.50 : 2
09.55 : 1
0900 : 7
0900092 : 1
0903 : 1
0904 : 4
0908 : 1
091 : 6
091-232 : 2
091-477 : 1
0915 : 2
0919 : 1
091–261 : 1
0920 : 1
0920–870811 : 1
0922 : 3
0924 : 1
09277-61311 : 2
0930 : 4
0934 : 1
0943 : 3
0949 : 1
0950 : 1
0954 : 1
0959 : 1
09603–51580 : 1
09662 : 1
096m : 1
0985–212312 : 1
0992 : 1
0993 : 2
0993–702616 : 1
0995–605384 : 1
0AP : 1
0BA : 1
0BB : 1
0BJ : 2
0BN : 6
0BS : 1
0BU : 1
0BZ : 1
0DH : 4
0HL : 2
0JE : 1
0JJ : 1
0JT : 1
0KESC[ : 1
0LX : 1
0PP : 1
0PY : 1
0QP : 1
0RD : 2
0RL. : 1
0RP : 1
0SD : 1
0TS : 1
0V : 4
0d : 6
0d. : 50
0dB : 1
0m : 2
0ne-off : 1
0p3 : 2
0s : 1
0s. : 8
0troops : 1
0use : 1
0° : 1
0°C : 5
0°–45° : 1
0–0 : 5
0–0000 : 1
0–0–4 : 1
0–1 : 27
0–10 : 1
0–100 : 1
0–100mph : 3
0–11–0 : 1
0–11–8 : 1
0–120 : 1
0–14–0 : 2
0–15–0 : 1
0–1–0 : 1
0–2 : 1
0–2°C : 1
0–2–12 : 2
0–2–8 : 1
0–3–0 : 1
0–3–11 : 1
0–4 : 1
0–400rpm : 1
0–45° : 1
0–4–0 : 3
0–5–0 : 1
0–5–8 : 1
0–6 : 1
0–60 : 11
0–60mph : 28
0–62mph : 4
0–6–0 : 2
0–6–2 : 1
0–7–2 : 1
0–8–12 : 1
0–9 : 1
0–9–8 : 1
1 : 2232
1% : 40
1&15 : 1
1&–2hr : 1
1'11 : 1
1(2) : 2
1+ : 3
1,000 : 257
1,000,000 : 3
1,000-acre : 3
1,000-bed : 1
1,000-bomber : 1
1,000-km : 1
1,000-metre : 1
1,000-plus : 2
1,000-seat : 1
1,000-strong : 4
1,000-year-old : 2
1,000lb : 2
1,000m : 4
1,000p : 1
1,000rpm : 1
1,000th : 2
1,000–1,500 : 1
1,001 : 2
1,005 : 2
1,013 : 1
1,018 : 1
1,019 : 1
1,020,304,050,607,080,910,100 : 1
1,023 : 1
1,030 : 1
1,041 : 1
1,043 : 1
1,045 : 1
1,056,000 : 1
1,057,000 : 1
1,073 : 1
1,074 : 1
1,081,600 : 1
1,084 : 1
1,097 : 1
1,100 : 21
1,100-acre : 1
1,100C : 1
1,101 : 1
1,120 : 1
1,120,517 : 1
1,123p : 1
1,126 : 1
1,128 : 1
1,132 : 1
1,133 : 1
1,135 : 1
1,138 : 2
1,145 : 1
1,145-branch : 1
1,150 : 3
1,152 : 1
1,153,502 : 1
1,156 : 1
1,157,000 : 1
1,158 : 1
1,160–1,250hp : 1
1,161.2 : 1
1,162 : 1
1,164 : 1
1,166 : 1
1,166-1,008 : 1
1,169 : 1
1,172p : 2
1,174 : 1
1,175p : 1
1,178 : 1
1,178.8 : 1
1,182 : 1
1,184 : 2
1,194.3 : 1
1,196.5 : 1
1,198 : 1
1,2 : 4
1,2,3,5-dithiadiazole : 1
1,2- : 2
1,2-disulphur : 1
1,2-dithiadiazoles : 2
1,2-dithiadiazolium : 1
1,2-dithiadiazoliums : 1
1,2-isomer : 1
1,2-isomers : 1
1,2-rings : 1
1,200 : 35
1,200V : 1
1,200kg/2,645lb : 1
1,200m : 1
1,200mm : 1
1,200p : 1
1,200sq : 1
1,202 : 1
1,202,000 : 1
1,203 : 1
1,206 : 1
1,212 : 2
1,220 : 2
1,227km : 1
1,240,937 : 1
1,250 : 6
1,252 : 1
1,252.51 : 1
1,257 : 1
1,267 : 1
1,276 : 1
1,280 : 1
1,283 : 1
1,284 : 1
1,298 : 1
1,3 : 2
1,3,2,4-Dithiadiazolium : 1
1,3,2,4-dithiadiazole : 1
1,3,2,4-dithiadiazoles : 2
1,3-Dithiadiazoles : 2
1,3-compounds : 1
1,3-dithiadiazoles : 1
1,3-dithiadiazolium : 1
1,3-dithiadiazoliums : 1
1,3-isomers : 1
1,3-radicals : 1
1,3-rings : 1
1,300 : 14
1,300lb : 1
1,300–1,600 : 1
1,31,36 : 1
1,310-megawatt : 1
1,335 : 1
1,340 : 1
1,341 : 1
1,344 : 1
1,344% : 1
1,344,639 : 1
1,350g/3lb : 1
1,351 : 1
1,360 : 1
1,360cc : 1
1,363.5 : 1
1,365 : 1
1,375.25 : 1
1,388.32 : 1
1,392 : 1
1,394.32 : 1
1,397 : 1
1,4-dihydro-4-oxo-3-quinolinecarboxylic : 1
1,400 : 17
1,400-1,500 : 1
1,400-litre : 2
1,404.98 : 1
1,408.26 : 1
1,412 : 4
1,413.15 : 1
1,420.18 : 1
1,420.91 : 1
1,423 : 1
1,431.85 : 1
1,432 : 1
1,436 : 1
1,440-vote : 1
1,443,000 : 1
1,456 : 1
1,478 : 2
1,480 : 1
1,481 : 1
1,482 : 1
1,496.69 : 1
1,500 : 75
1,500,000 : 4
1,500,000-piece : 1
1,500-acre : 1
1,500-metre : 1
1,500-seat : 1
1,500-strong : 2
1,500-tonne : 1
1,500-year-old : 1
1,500V : 3
1,500ft : 1
1,500km : 1
1,500m : 2
1,517 : 1
1,530 : 2
1,533 : 2
1,544 : 1
1,546 : 1
1,550-tonne : 1
1,565 : 1
1,566 : 1
1,576 : 1
1,577.8 : 1
1,588cc : 1
1,589.34 : 1
1,600 : 15
1,600cc : 1
1,600ft : 1
1,600g/3½lb : 1
1,600–2,000 : 1
1,602.4 : 1
1,607,000 : 1
1,612.78 : 1
1,613.27 : 1
1,616.21 : 1
1,619 : 1
1,631,631 : 1
1,635 : 1
1,636 : 1
1,638 : 1
1,650 : 3
1,650,000 : 1
1,653 : 1
1,658.12 : 1
1,659 : 1
1,669 : 1
1,675,805 : 1
1,694,930 : 1
1,697cc : 1
1,698 : 1
1,698,221 : 1
1,700 : 8
1,710 : 2
1,721 : 1
1,725,000 : 1
1,727 : 1
1,730.4 : 1
1,731 : 1
1,741.9 : 1
1,743.4 : 1
1,750 : 7
1,751,000 : 1
1,752 : 1
1,755.8 : 1
1,769cc : 1
1,772.1 : 1
1,772.5 : 1
1,773.2 : 1
1,775.6 : 1
1,776 : 1
1,779 : 1
1,781 : 1
1,782.8 : 1
1,792 : 1
1,793.1 : 1
1,796.7 : 1
1,798 : 1
1,8- : 1
1,8-naphthyridonecarboxylic : 1
1,800 : 17
1,800% : 1
1,800-acre : 1
1,800g/4lb : 1
1,806 : 1
1,815,670 : 1
1,816 : 2
1,817.7 : 1
1,818 : 1
1,818.0 : 1
1,819 : 1
1,822.9 : 1
1,823 : 1
1,828 : 2
1,834.83 : 1
1,850 : 1
1,854 : 2
1,857.8 : 1
1,866.2 : 1
1,870 : 1
1,876 : 1
1,876.24 : 1
1,876.9 : 1
1,880 : 1
1,885 : 1
1,887 : 1
1,890.2 : 1
1,896 : 1
1,900 : 10
1,905 : 1
1,918.41 : 1
1,919,338 : 1
1,942.73 : 1
1,961.74 : 1
1,992 : 1
1- : 2
1-(2,4-difluorophenyl)-azaquinolone-carboxylic : 1
1-(2,4-difluorophenyl)-quinolone-carboxylic : 1
1-0 : 28
1-1 : 17
1-11 : 1
1-2-3 : 5
1-2-3/G : 2
1-3 : 2
1-4 : 2
1-6 : 4
1-9 : 1
1-Top : 1
1-adamantyl : 1
1-aminoquinolone : 1
1-aryl : 1
1-cycloalkyl : 1
1-cyclopropyl-6-fluoro-1,4-dihydro-4-oxo-7-(1-piperazinyl)-3-quinoline-carboxylic : 1
1-cyclopropyl-azaquinolonecarboxylic : 2
1-cyclopropyl-quinolone-carboxylic : 1
1-cyclopropyl-quinolonecarboxylic : 2
1-ethyl-quinolonecarboxylic : 2
1-for-1 : 3
1-for-3 : 2
1-heteroaryl : 1
1-in-20 : 1
1-in-300 : 1
1-in-500 : 1
1-in-eight : 1
1-listed : 1
1-litre : 4
1-megabit : 4
1-methyl-1,4-dihydro-4-oxo-3-quinolinecarboxylic : 1
1-mile : 1
1-octanol : 3
1-point : 9
1-style : 1
1-unsubstituted : 1
1.0 : 5
1.0% : 2
1.00 : 6
1.00000 : 1
1.00V : 2
1.00–2.55 : 1
1.014 : 1
1.01p : 1
1.04 : 1
1.05am : 1
1.05p : 1
1.05sec : 1
1.07 : 2
1.08 : 1
1.09m : 1
1.0L : 1
1.1 : 22
1.1% : 8
1.1-litre : 1
1.10 : 2
1.10am : 1
1.11 : 1
1.11.91 : 1
1.12 : 1
1.12p : 1
1.13 : 2
1.13ft. : 1
1.15 : 9
1.155 : 1
1.15am : 2
1.15p : 1
1.15pm : 1
1.15–2.30 : 1
1.18.27 : 1
1.1S : 3
1.1bn : 1
1.1m : 3
1.1sec : 1
1.1°C : 1
1.2 : 28
1.2% : 8
1.20 : 2
1.20am : 1
1.21 : 1
1.233 : 2
1.23e+8 : 1
1.24am : 1
1.24p : 1
1.25 : 20
1.27 : 1
1.28 : 2
1.2MHz : 1
1.2cu : 1
1.2kW : 1
1.2m : 11
1.2oz : 1
1.2p : 1
1.2–3 : 1
1.3 : 24
1.3% : 4
1.3-litre : 1
1.30 : 21
1.30-5pm : 1
1.30am : 1
1.30pm : 2
1.30–2.15 : 1
1.30–3 : 1
1.31 : 1
1.33p : 1
1.34 : 2
1.35-kilo : 1
1.35m : 2
1.366 : 1
1.36p : 1
1.37.86 : 1
1.38 : 1
1.39 : 1
1.39p : 1
1.3:1 : 1
1.3GL : 1
1.3L : 1
1.3bn : 1
1.3ff : 1
1.3m : 7
1.4 : 23
1.4% : 4
1.4-litre : 7
1.40 : 1
1.42 : 1
1.44 : 1
1.44p : 1
1.45 : 8
1.45am : 1
1.45p : 3
1.45pm : 1
1.46 : 1
1.46–47 : 1
1.47 : 1
1.48 : 1
1.4LX : 1
1.4RT : 1
1.4kW : 1
1.4kg : 1
1.4m : 2
1.4p : 1
1.4sec : 1
1.4–2.3 : 1
1.5 : 65
1.5% : 17
1.5%-2.6% : 1
1.5-.5 : 1
1.5-litre : 6
1.50 : 1
1.50pm : 3
1.52 : 1
1.525p : 1
1.53 : 1
1.539 : 1
1.54p : 1
1.55 : 1
1.5561 : 1
1.55am : 1
1.55p : 2
1.57 : 2
1.5Hz/s : 1
1.5TD : 1
1.5bn : 2
1.5cm : 3
1.5i : 1
1.5kW : 1
1.5kg : 1
1.5km : 1
1.5m : 11
1.5million : 2
1.5mm : 1
1.5p : 8
1.5t : 1
1.5t/acre : 1
1.5–2 : 2
1.5–4.5°C : 1
1.6 : 36
1.6% : 2
1.6-litre : 5
1.6180 : 1
1.61sec : 1
1.65 : 6
1.65V : 1
1.65kg : 1
1.66 : 1
1.67m : 1
1.69m : 1
1.6Gflop : 1
1.6Gflops : 1
1.6Hz : 1
1.6L : 1
1.6XL : 1
1.6i : 2
1.6kg : 1
1.6m : 5
1.6p : 4
1.7 : 25
1.7% : 5
1.7-square : 1
1.707 : 1
1.72 : 2
1.732 : 1
1.74m : 1
1.75 : 4
1.757 : 1
1.75m : 1
1.75p : 3
1.78 : 2
1.78m : 1
1.78million : 2
1.794 : 1
1.79p : 1
1.7billion : 1
1.7m : 4
1.7mm : 1
1.7p : 1
1.8 : 28
1.8% : 1
1.8-litre : 4
1.80 : 1
1.82m : 1
1.83 : 1
1.85-mile : 1
1.87 : 1
1.88 : 2
1.8GL : 3
1.8L : 1
1.8V : 1
1.8i : 1
1.8m : 8
1.8million : 1
1.8mm : 1
1.8p : 3
1.8sec : 1
1.8secs : 1
1.9 : 16
1.9% : 7
1.9-litre : 4
1.91 : 1
1.92 : 1
1.92p : 1
1.95p : 2
1.96 : 2
1.983 : 1
1.99p : 1
1.9D : 1
1.9V : 1
1.9i : 1
1.9kg : 1
1.9kg/4lb : 1
1.9m : 3
1.9p : 3
1.9–3.4 : 1
1/ : 1
1/0 : 1
1/100 : 1
1/16in : 1
1/2 : 21
1/2/85 : 1
1/2Vrf : 1
1/2d : 1
1/2in : 1
1/2m : 2
1/2″ : 2
1/3 : 1
1/3/87 : 1
1/3s : 1
1/4 : 9
1/4–1/2in : 1
1/4″ : 1
1/5 : 1
1/6 : 1
1/80th : 1
1/8in : 1
1/9 : 1
1/9/87 : 1
1/96-stater : 1
10 : 2028
10% : 80
10,000 : 156
10,000-acre : 1
10,000-gallon : 1
10,000-mile : 1
10,000-seat : 1
10,000:1 : 1
10,000ft : 1
10,000kg : 1
10,000km : 1
10,000m : 2
10,000sq : 2
10,000–20,000 : 1
10,178 : 1
10,380 : 1
10,446 : 1
10,460 : 1
10,490,000 : 1
10,500 : 2
10,576 : 1
10,650 : 1
10,948-foot : 1
10- : 1
10-0 : 4
10-1 : 12
10-10 : 1
10-11 : 1
10-12 : 1
10-13ft : 1
10-15 : 5
10-2 : 1
10-20 : 3
10-32 : 1
10-4 : 2
10-4pm : 1
10-6 : 5
10-70cm : 1
10-8 : 6
10-9 : 3
10-Bracknell : 1
10-D : 1
10-FOLD : 1
10-Sheffield : 1
10-acre : 1
10-barrel : 1
10-cm : 1
10-day : 11
10-digit : 1
10-dollar : 2
10-feet : 1
10-fold : 1
10-foot : 1
10-for-one : 1
10-game : 2
10-goal : 1
10-horse : 1
10-hour : 3
10-inch : 4
10-kilometre : 1
10-lane : 1
10-length : 1
10-litre : 1
10-man : 3
10-match : 1
10-member : 1
10-metre : 3
10-mile : 3
10-minute : 6
10-month : 1
10-month-old : 3
10-months : 1
10-part : 1
10-point : 7
10-rod : 1
10-roomed : 1
10-round : 3
10-second : 1
10-set : 1
10-shilling : 1
10-shot : 1
10-stone : 1
10-stroke : 1
10-strong : 2
10-stud : 2
10-team : 1
10-times : 1
10-tonne : 1
10-under-par : 2
10-week : 4
10-wicket : 1
10-year : 36
10-year-old : 17
10-year-olds : 1
10. : 3
10.0 : 3
10.00 : 14
10.00am : 1
10.00–11.40 : 1
10.00–11.45 : 1
10.03 : 1
10.05 : 3
10.05am : 1
10.1 : 5
10.1% : 1
10.10 : 2
10.10pm : 2
10.12 : 2
10.15 : 2
10.15am : 1
10.15pm : 1
10.19 : 2
10.2 : 8
10.20 : 2
10.20am : 1
10.20pm : 4
10.23 : 1
10.25 : 6
10.29 : 1
10.2mpg : 1
10.2p : 2
10.3 : 11
10.30 : 21
10.30-11.30am : 1
10.30am : 9
10.30pm : 3
10.30–12.30 : 1
10.4 : 8
10.4% : 3
10.4-in : 1
10.44 : 1
10.45 : 4
10.45am : 2
10.47 : 3
10.4m : 1
10.5 : 17
10.5% : 3
10.50 : 1
10.52 : 1
10.56 : 1
10.57 : 1
10.5kW : 1
10.5km : 1
10.5m : 2
10.6 : 4
10.6% : 1
10.65 : 1
10.6fl. : 2
10.6secs : 1
10.7 : 5
10.7% : 1
10.75 : 3
10.7m : 1
10.8 : 1
10.8% : 1
10.87 : 2
10.9 : 2
10.9% : 3
10.95 : 4
10.99 : 1
10/ : 2
10/0 : 1
10/10th : 1
10/2/87 : 4
10/6 : 1
10/6/87 : 1
10/6d. : 1
100 : 734
100% : 35
100,000 : 120
100,000,000 : 1
100,000–181,500 : 1
100,6 : 1
100- : 1
100-1 : 2
100-120 : 1
100-200 : 2
100-acre : 1
100-acre-plus : 1
100-bedroom : 1
100-cow : 2
100-member : 3
100-mile : 2
100-page : 2
100-proof : 1
100-rouble : 3
100-run : 1
100-rupee : 1
100-seat : 1
100-seater : 1
100-share : 1
100-strong : 3
100-watt : 2
100-yard : 2
100-year : 1
100-year-old : 3
100.4F : 1
100/719 : 1
1000 : 58
1000-fold : 1
1000-page : 1
1000D : 1
1000S : 1
1000cc : 1
1000gns : 5
1000ha : 1
1000m : 2
1000mm : 1
1000rpm : 3
1000th : 1
1000°C : 1
1000–1100 : 1
1000–3000 : 1
1000–35 : 1
1001 : 3
1001st : 1
1004–30 : 1
1005 : 1
1006 : 2
1009 : 1
100A : 1
100F : 2
100Hz : 4
100NX : 1
100R : 2
100S : 1
100V/div : 1
100bhp : 3
100cm : 2
100ft : 5
100g : 8
100g/3½oz : 1
100gm : 1
100grams : 1
100ha : 2
100hp : 1
100kHz : 1
100kW : 2
100kg : 1
100km : 4
100lb : 6
100lbs : 2
100lt : 1
100m : 10
100mg/litre : 1
100million : 2
100ml : 5
100ml/4fl : 2
100mm : 5
100mph : 17
100p : 13
100revs : 1
100rpm : 1
100s : 2
100th : 9
100ug/l : 1
100°C : 5
100–0 : 2
100–1 : 7
100–150 : 1
100–200 : 3
100–200,000 : 1
100–200A/9 : 1
100–30 : 1
100–4 : 1
100–500 : 1
100–7 : 2
100–8 : 2
100–9 : 1
101 : 27
101,526 : 1
101-year-old : 1
101.4m : 1
101/2 : 2
101/4 : 1
101/722:75 : 1
101339 : 1
1014 : 1
1016 : 1
1018 : 1
1019 : 1
101:725:77 : 1
101lbf : 1
101p : 1
101st : 2
101–5 : 1
102 : 25
102(2) : 1
102,800 : 1
102,875 : 1
102,890 : 1
102-nation : 1
102-seat : 1
102.1% : 1
102.7 : 1
1020 : 3
1024 : 1
1027 : 1
1029 : 1
102B : 1
102nd : 3
102p : 2
102p/kg : 1
102–90 : 1
103 : 51
103,000 : 4
103,894 : 1
103-97 : 1
103-branch : 1
103-member : 1
103-nation : 1
103.01 : 1
103/736 : 1
1030 : 2
1030–1036° : 1
1033°OG : 1
1033–1109 : 1
1034–1039° : 1
1035 : 2
1035° : 4
1036%degree : 1
1036° : 1
1039–1169 : 1
103p : 3
103pp : 1
103s : 1
103–4 : 1
103–80 : 1
104 : 21
104-mile : 1
104-year : 1
104.15 : 1
104.6 : 1
104/745 : 1
1040 : 1
1040mm : 1
1040s : 1
1040° : 2
1040–1048° : 1
1041m : 1
1041° : 1
1042 : 3
1042° : 1
104325 : 1
1043cc : 1
1045 : 1
1045° : 1
1048° : 1
1049 : 1
104ft : 1
104mph : 1
104p : 2
104pp : 1
104th : 1
104–5 : 1
104–6 : 1
105 : 26
105,000 : 4
105-104 : 1
105-83 : 1
105-cover : 1
105-year-old : 1
105/746:98 : 1
1050 : 3
1050° : 1
1050°OG : 1
1050–1132 : 1
1050–52° : 1
1053 : 1
105mm : 1
105mph : 1
105p : 2
105s : 1
105th : 1
105½p : 1
105–2 : 1
105–77 : 1
106 : 24
106-91 : 1
106.33 : 1
106/753–54 : 1
1061 : 1
1064 : 1
1065 : 1
1066 : 13
106m : 2
106p : 1
106th : 2
107 : 23
107-mile : 1
107-run : 2
107.5p/kg : 1
107/757–58 : 1
107/759 : 1
1070° : 1
1071 : 2
1073 : 1
1073–85 : 1
107ft : 1
107mph : 1
107p : 2
107–8 : 1
108 : 16
108,000 : 1
108-year-old : 1
1080 : 2
1080s : 2
1083 : 1
1084 : 1
1086 : 2
1087 : 1
108bhp : 2
108m : 1
108mm : 1
108mph : 1
108th : 2
109 : 12
109,000 : 1
109,705 : 1
109.2 : 1
109/774 : 1
1090 : 1
1092 : 1
1093 : 1
1094 : 2
1095 : 1
1095° : 1
1099 : 1
109mph : 1
109th : 2
10:00 : 1
10:37 : 1
10E : 2
10K : 2
10MHz : 1
10MΩ : 1
10S : 1
10V : 2
10a : 1
10am : 19
10am-2.30pm : 1
10am-4.05 : 1
10am-4.30pm : 1
10am-5.30pm : 1
10am-5.50pm : 1
10am-5pm : 6
10am-6pm : 2
10b : 1
10billion : 1
10cm : 10
10cu : 1
10dB : 1
10ft : 14
10ha : 3
10in : 10
10ins : 4
10kg/S/ha : 1
10km : 6
10kΩ : 1
10lb : 11
10lbs : 1
10m : 17
10m/33ft : 1
10mA : 1
10million : 1
10min : 16
10ml : 6
10mm : 5
10mph : 5
10nF : 2
10oz : 1
10p : 27
10pc : 1
10per : 2
10pm : 17
10pm-to-6am : 1
10pp : 2
10s : 5
10s. : 15
10sec : 1
10sq : 1
10st : 4
10th : 83
10th- : 1
10th-minute : 2
10th. : 4
10z : 1
10° : 2
10°C : 5
10°C/50°F : 1
10°F : 1
10¼ : 1
10¼p : 1
10½ : 1
10½-month-old : 1
10½p : 2
10×20m : 1
10–0 : 4
10–0–0 : 1
10–1 : 12
10–10 : 3
10–100 : 1
10–11 : 3
10–12 : 8
10–12min : 1
10–12–0 : 1
10–13 : 5
10–13–0 : 2
10–14 : 2
10–14% : 1
10–15 : 12
10–15% : 3
10–15in : 1
10–15–0 : 1
10–17 : 1
10–19 : 1
10–20 : 7
10–20% : 2
10–20:1 : 1
10–22 : 1
10–2–0 : 1
10–40 : 1
10–40Hz : 1
10–5 : 1
10–5–0 : 1
10–6–0 : 1
10–6–8 : 1
10–7 : 2
10–7–0 : 1
10–80 : 1
10–9 : 2
10Ω : 1
11 : 798
11% : 19
11&12 : 1
11,000 : 25
11,000-mile : 1
11,000ft : 1
11,000km : 2
11,000rpm : 1
11,000t : 1
11,032 : 1
11,113kg : 1
11,179 : 1
11,218 : 1
11,333 : 1
11,480 : 1
11,494 : 1
11,500 : 3
11,500km : 1
11,533 : 1
11,580ft. : 1
11,750 : 1
11,867 : 1
11,871 : 1
11-1 : 2
11-10 : 2
11-14 : 1
11-15 : 1
11-2 : 2
11-3 : 1
11-4-12-2 : 1
11-5 : 2
11-7 : 3
11-acre : 1
11-country : 1
11-fence : 1
11-hour : 2
11-inch : 1
11-match : 1
11-month : 1
11-month-old : 1
11-piece : 1
11-plus : 5
11-point : 1
11-strong : 2
11-year : 2
11-year-old : 12
11-year-olds : 5
11.0 : 2
11.00 : 14
11.00am : 4
11.01 : 1
11.02 : 1
11.05 : 3
11.05am : 1
11.07 : 2
11.1 : 5
11.1% : 1
11.10 : 1
11.14 : 1
11.15 : 5
11.15pm : 1
11.15–17 : 1
11.19615 : 1
11.1–9 : 1
11.2 : 10
11.2% : 1
11.20 : 3
11.20pm : 1
11.24–6 : 1
11.2secs : 1
11.3 : 4
11.30 : 8
11.30am : 1
11.30am-3pm : 1
11.30pm : 1
11.33 : 3
11.33am : 1
11.34am : 1
11.35 : 2
11.37 : 1
11.3Oam : 1
11.3p : 1
11.3secs : 1
11.4 : 6
11.4% : 3
11.40 : 1
11.40sec : 1
11.41 : 3
11.42 : 1
11.44 : 3
11.45 : 3
11.45pm : 1
11.4m : 1
11.4p : 1
11.5 : 14
11.5% : 1
11.50 : 2
11.50am : 1
11.52 : 1
11.55 : 1
11.55-point : 1
11.57 : 2
11.58 : 1
11.5f : 1
11.5mpg : 1
11.5p : 1
11.5secs : 1
11.6 : 9
11.6% : 1
11.7 : 1
11.73 : 1
11.75 : 10
11.77 : 1
11.7secs : 1
11.8 : 6
11.8% : 2
11.84 : 1
11.85 : 1
11.88 : 1
11.8g/Kw/hr : 1
11.9 : 1
11.92sec : 1
11.95 : 2
11.96 : 2
11.9p : 1
11/10 : 1
11/11/87 : 1
11/2 : 1
11/4m : 1
11/7/87 : 3
110 : 53
110,000 : 4
110,169 : 1
110,184 : 2
110,287 : 1
110-101 : 1
110-day : 1
110-point : 1
110-year-old : 1
110. : 1
1100 : 12
1100° : 1
1100°C : 1
1100–1200 : 1
1100–1300 : 3
1101 : 1
1104 : 1
1105 : 2
1108° : 1
110AS : 1
110g : 2
110hp : 1
110lb : 1
110m : 3
110mm : 1
110mph : 12
110p : 5
110pp : 1
110sq : 1
110th : 3
